Orthogroup	Allma1_GeneCatalog_proteins_20131203.aa	Blabri1_GeneCatalog_proteins_20160901.aa	Blastocladiella_emersonii_ATCC_22665.proteins	Catan2_GeneCatalog_proteins_20160412.aa	Chytriomyces_confervae_GCA_006535975_ASM653597v1_protein	Parsed1_GeneCatalog_proteins_20170905.aa	Rhihy1_GeneCatalog_proteins_20151219.aa	Total
OG0003811	2	1	1	1	1	1	1	8
OG0003812	2	1	1	1	1	1	1	8
OG0003813	2	1	1	1	1	1	1	8
OG0003814	2	1	1	1	1	1	1	8
OG0003815	2	1	1	1	1	1	1	8
OG0003816	2	1	1	1	2	1	0	8
OG0003817	2	1	1	1	2	0	1	8
OG0003818	2	1	1	1	1	1	1	8
OG0003819	2	1	1	1	1	1	1	8
OG0003820	2	1	1	2	0	1	1	8
OG0003821	2	1	1	1	1	1	1	8
OG0003822	2	1	1	1	1	1	1	8
OG0003823	2	1	1	1	1	1	1	8
OG0003824	2	1	1	1	1	1	1	8
OG0003825	2	1	1	1	1	1	1	8
OG0003826	2	1	1	1	1	1	1	8
OG0003827	2	1	1	1	1	1	1	8
OG0003828	1	1	1	2	1	1	1	8
OG0003829	2	1	1	1	1	1	1	8
OG0003830	2	1	1	1	1	1	1	8
OG0003831	3	2	2	1	0	0	0	8
OG0003832	2	1	1	1	1	1	1	8
OG0003833	2	1	1	1	1	1	1	8
OG0003834	3	1	1	1	0	2	0	8
OG0003835	2	1	1	1	1	1	1	8
OG0003836	2	1	1	1	1	1	1	8
OG0003837	3	1	2	1	0	1	0	8
OG0003838	2	1	1	1	1	1	1	8
OG0003839	2	1	1	1	0	2	1	8
OG0003840	2	1	1	1	0	2	1	8
OG0003841	4	1	1	1	0	1	0	8
OG0003842	2	1	1	1	0	1	2	8
OG0003843	2	1	1	1	1	1	1	8
OG0003844	2	1	1	1	1	1	1	8
OG0003845	4	1	1	1	0	1	0	8
OG0003846	2	1	1	1	1	1	1	8
OG0003847	2	1	1	1	1	1	1	8
OG0003848	2	1	1	1	1	1	1	8
OG0003849	2	1	1	2	0	2	0	8
OG0003850	2	1	1	1	1	1	1	8
OG0003851	2	1	1	1	1	1	1	8
OG0003852	1	1	1	2	1	1	1	8
OG0003853	2	1	1	1	1	1	1	8
OG0003854	2	1	1	1	1	1	1	8
OG0003855	2	0	1	1	2	1	1	8
OG0003856	2	1	1	1	1	1	1	8
OG0003857	2	1	1	1	1	1	1	8
OG0003858	2	0	1	1	1	2	1	8
OG0003859	2	1	1	1	1	1	1	8
OG0003860	2	1	1	1	1	1	1	8
OG0003861	2	1	1	1	1	1	1	8
OG0003862	2	1	1	1	1	1	1	8
OG0003863	2	1	1	1	1	1	1	8
OG0003864	2	2	1	2	0	1	0	8
OG0003865	2	1	1	1	1	1	1	8
OG0003866	2	1	1	1	1	1	1	8
OG0003867	2	1	1	0	2	1	1	8
OG0003868	2	1	2	1	0	2	0	8
OG0003869	2	1	1	1	1	1	1	8
OG0003870	2	1	1	1	1	1	1	8
OG0003871	2	1	1	1	1	1	1	8
OG0003872	3	1	1	2	0	0	1	8
OG0003873	2	1	1	1	1	1	1	8
OG0003874	2	1	1	1	1	1	1	8
OG0003875	3	1	1	1	1	0	1	8
OG0003876	2	1	1	1	1	1	1	8
OG0003877	2	1	1	1	1	1	1	8
OG0003878	4	1	1	0	0	1	1	8
OG0003879	2	1	1	1	1	1	1	8
OG0003880	2	1	1	1	1	1	1	8
OG0003881	2	1	1	1	1	1	1	8
OG0003882	2	1	1	1	1	1	1	8
OG0003883	2	1	1	1	1	1	1	8
OG0003884	2	1	1	1	1	1	1	8
OG0003885	2	1	1	1	1	1	1	8
OG0003886	2	1	1	1	1	1	1	8
OG0003887	2	1	1	1	1	1	1	8
OG0003888	2	1	1	1	1	1	1	8
OG0003889	2	1	1	1	1	1	1	8
OG0003890	2	1	1	1	1	1	1	8
OG0003891	2	1	1	1	1	1	1	8
OG0003892	2	1	1	1	1	1	1	8
OG0003893	2	0	1	1	2	1	1	8
OG0003894	2	1	1	1	1	1	1	8
OG0003895	2	1	1	1	1	1	1	8
OG0003896	2	1	1	1	1	1	1	8
OG0003897	2	1	1	1	1	1	1	8
OG0003898	2	1	1	1	0	1	2	8
OG0003899	2	1	1	1	1	1	1	8
OG0003900	2	1	1	1	1	1	1	8
OG0003901	2	1	1	1	0	2	1	8
OG0003902	2	1	1	1	1	1	1	8
OG0003903	2	1	1	1	1	1	1	8
OG0003904	2	1	1	1	1	1	1	8
OG0003905	2	1	1	1	1	1	1	8
OG0003906	2	1	1	1	1	1	1	8
OG0003907	2	1	1	1	1	1	1	8
OG0003908	2	1	1	1	1	1	1	8
OG0003909	1	1	1	1	2	1	1	8
OG0003910	2	1	1	1	1	1	1	8
OG0003911	2	1	1	1	1	1	1	8
OG0003912	2	1	1	1	1	1	1	8
OG0003913	2	1	1	1	1	1	1	8
OG0003914	2	1	1	1	1	1	1	8
OG0003915	2	1	1	1	1	1	1	8
OG0003916	2	1	1	1	1	1	1	8
OG0003917	2	1	1	2	0	2	0	8
OG0003918	2	1	1	1	1	1	1	8
OG0003919	2	1	1	1	1	1	1	8
OG0003920	2	1	1	1	1	1	1	8
OG0003921	2	1	1	1	1	1	1	8
OG0003922	2	1	1	1	1	1	1	8
OG0003923	2	1	1	1	1	1	1	8
OG0003924	2	1	1	1	1	1	1	8
OG0003925	2	1	1	1	1	1	1	8
OG0003926	2	1	1	1	1	1	1	8
OG0003927	1	1	1	1	1	2	1	8
OG0003928	2	1	1	1	1	1	1	8
OG0003929	2	1	1	1	1	1	1	8
OG0003930	2	1	1	1	1	1	1	8
OG0003931	2	1	1	1	1	1	1	8
OG0003932	2	1	1	1	1	1	1	8
OG0003933	8	0	0	0	0	0	0	8
OG0003934	2	1	1	1	1	1	1	8
OG0003935	2	1	1	1	1	1	1	8
OG0003936	2	1	1	1	1	1	1	8
OG0003937	2	1	1	1	1	1	1	8
OG0003938	2	1	1	1	1	1	1	8
OG0003939	2	1	1	1	1	1	1	8
OG0003940	2	1	1	1	1	1	1	8
OG0003941	2	1	1	1	1	1	1	8
OG0003942	2	1	1	1	1	1	1	8
OG0003943	2	1	1	1	1	1	1	8
OG0003944	2	1	1	1	1	1	1	8
OG0003945	2	1	1	1	1	1	1	8
OG0003946	4	1	1	0	0	1	1	8
OG0003947	2	1	1	1	1	1	1	8
OG0003948	2	1	1	1	1	1	1	8
OG0003949	2	1	1	1	1	1	1	8
OG0003950	2	1	1	1	1	1	1	8
OG0003951	2	1	1	1	1	1	1	8
OG0003952	2	1	1	1	1	1	1	8
OG0003953	1	1	1	1	2	1	1	8
OG0003954	1	1	1	1	2	1	1	8
OG0003955	2	1	1	1	2	0	1	8
OG0003956	2	1	1	1	1	1	1	8
OG0003957	2	1	1	1	1	1	1	8
OG0003958	2	1	1	1	1	1	1	8
OG0003959	4	1	1	1	0	1	0	8
OG0003960	2	1	0	1	2	1	1	8
OG0003961	2	1	1	1	1	1	1	8
OG0003962	2	1	1	1	2	0	1	8
OG0003963	2	1	1	1	1	1	1	8
OG0003964	2	1	1	1	1	1	1	8
OG0003965	2	1	1	1	1	1	1	8
OG0003966	2	1	1	1	1	1	1	8
OG0003967	2	1	1	2	0	2	0	8
OG0003968	2	1	1	1	1	1	1	8
OG0003969	2	1	1	1	1	1	1	8
OG0003970	3	1	2	1	0	1	0	8
OG0003971	2	1	1	0	2	0	2	8
OG0003972	2	1	1	1	1	1	1	8
OG0003973	2	1	1	1	1	1	1	8
OG0003974	3	1	1	1	1	1	0	8
OG0003975	3	1	1	0	1	1	1	8
OG0003976	2	1	1	1	1	1	1	8
OG0003977	2	1	1	1	1	1	1	8
OG0003978	2	1	1	1	1	1	1	8
OG0003979	2	1	1	1	1	1	1	8
OG0003980	2	1	1	1	1	1	1	8
OG0003981	8	0	0	0	0	0	0	8
OG0003982	3	1	1	1	0	1	1	8
OG0003983	3	0	1	1	1	1	1	8
OG0003984	4	1	1	1	0	1	0	8
OG0003985	2	1	1	1	1	1	1	8
OG0003986	2	1	1	1	1	1	1	8
OG0003987	2	1	1	1	1	1	1	8
OG0003988	2	1	1	1	1	1	1	8
OG0003989	2	1	1	1	2	1	0	8
OG0003990	2	1	1	1	1	1	1	8
OG0003991	2	1	1	1	1	1	1	8
OG0003992	2	1	1	1	1	1	1	8
OG0003993	2	1	1	1	1	1	1	8
OG0003994	3	2	1	1	0	1	0	8
OG0003995	2	1	1	1	1	0	2	8
OG0003996	2	1	1	1	1	1	1	8
OG0003997	2	1	1	1	1	1	1	8
OG0003998	3	1	1	1	1	0	1	8
OG0003999	2	1	1	1	1	1	1	8
OG0004000	2	1	1	1	1	1	1	8
OG0004001	2	1	1	1	1	1	1	8
OG0004002	2	1	1	1	1	1	1	8
OG0004003	2	1	1	1	1	1	1	8
OG0004004	2	1	1	1	1	1	1	8
OG0004005	2	1	1	1	1	1	1	8
OG0004006	2	1	1	1	1	1	1	8
OG0004007	2	1	1	1	1	1	1	8
OG0004008	2	1	2	2	0	1	0	8
OG0004009	1	1	1	1	1	1	2	8
OG0004010	2	1	1	1	1	1	1	8
OG0004011	1	1	1	1	2	1	1	8
OG0004012	2	1	1	1	1	1	1	8
OG0004013	2	1	1	1	1	1	1	8
OG0004014	2	1	1	1	1	1	1	8
OG0004015	1	1	1	1	1	2	1	8
OG0004016	1	1	1	1	1	1	2	8
OG0004017	2	1	1	1	1	1	1	8
OG0004018	2	1	1	1	1	1	1	8
OG0004019	2	1	1	1	1	1	1	8
OG0004020	2	1	1	1	1	1	1	8
OG0004021	2	1	1	0	1	2	1	8
OG0004022	2	1	1	1	1	1	1	8
OG0004023	2	1	1	1	1	1	1	8
OG0004024	2	1	0	1	1	1	2	8
OG0004025	3	1	2	1	0	1	0	8
OG0004026	2	1	1	1	1	1	1	8
OG0004027	2	1	1	1	1	2	0	8
OG0004028	2	1	1	1	1	1	1	8
OG0004029	3	1	0	1	1	1	1	8
OG0004030	2	1	1	1	1	1	1	8
OG0004031	2	1	1	1	1	1	1	8
OG0004032	2	1	1	1	1	1	1	8
OG0004033	2	1	1	1	1	1	1	8
OG0004034	2	1	1	1	0	1	2	8
OG0004035	2	1	1	1	1	1	1	8
OG0004036	2	1	0	1	1	1	2	8
OG0004037	2	1	1	1	0	3	0	8
OG0004038	2	1	1	1	1	1	1	8
OG0004039	2	1	1	1	1	1	1	8
OG0004040	2	1	1	1	1	1	1	8
OG0004041	2	1	1	2	1	0	1	8
OG0004042	2	2	1	2	0	1	0	8
OG0004043	2	1	1	1	1	1	1	8
OG0004044	2	1	1	1	1	1	1	8
OG0004045	1	1	1	1	1	1	2	8
OG0004046	2	1	1	1	1	1	1	8
OG0004047	1	1	1	1	1	2	1	8
OG0004048	2	1	1	1	1	1	1	8
OG0004049	2	1	0	2	1	1	1	8
OG0004050	2	1	1	1	1	1	1	8
OG0004051	2	1	1	1	1	1	1	8
OG0004052	2	1	1	1	1	1	1	8
OG0004053	1	1	1	1	1	1	2	8
OG0004054	3	1	2	0	1	1	0	8
OG0004055	2	1	1	1	1	1	1	8
OG0004056	3	1	1	1	0	2	0	8
OG0004057	3	1	1	1	0	1	1	8
OG0004058	2	1	1	1	1	1	1	8
OG0004059	2	1	1	1	1	1	1	8
OG0004060	2	1	1	1	1	1	1	8
OG0004061	1	2	1	2	0	1	1	8
OG0004062	2	1	1	1	1	1	1	8
OG0004063	7	0	1	0	0	0	0	8
OG0004064	1	1	1	1	2	1	1	8
OG0004065	2	1	1	1	1	1	1	8
OG0004066	3	1	1	1	0	2	0	8
OG0004067	2	1	1	1	1	1	1	8
OG0004068	4	1	1	1	0	1	0	8
OG0004069	3	1	1	1	1	0	1	8
OG0004070	2	1	1	1	1	1	1	8
OG0004071	2	1	1	1	1	1	1	8
OG0004072	2	1	1	1	1	1	1	8
OG0004073	2	1	1	0	1	1	2	8
OG0004074	3	1	1	1	1	1	0	8
OG0004075	2	1	1	1	1	1	1	8
OG0004076	1	1	1	2	1	1	1	8
OG0004077	2	1	1	1	1	1	1	8
OG0004078	2	1	1	1	1	1	1	8
OG0004079	2	1	1	1	1	1	1	8
OG0004080	2	1	1	1	1	1	1	8
OG0004081	2	1	1	1	1	1	1	8
OG0004082	2	1	1	1	1	1	1	8
OG0004083	2	1	1	1	1	1	1	8
OG0004084	2	1	1	1	1	1	1	8
OG0004085	2	1	1	1	1	1	1	8
OG0004086	2	1	1	1	1	1	1	8
OG0004087	2	1	1	1	0	1	2	8
OG0004088	2	1	1	1	1	1	1	8
OG0004089	3	2	1	1	0	1	0	8
OG0004090	2	1	1	1	1	1	1	8
OG0004091	4	1	1	1	0	1	0	8
OG0004092	2	1	1	1	1	1	1	8
OG0004093	2	1	1	1	1	1	1	8
OG0004094	2	1	1	1	1	1	1	8
OG0004095	2	1	1	1	1	1	1	8
OG0004096	2	1	1	2	1	1	0	8
OG0004097	2	1	1	1	1	1	1	8
OG0004098	2	1	1	1	1	1	1	8
OG0004099	2	1	1	1	1	1	1	8
OG0004100	2	1	1	2	1	0	1	8
OG0004101	2	1	1	1	1	1	1	8
OG0004102	2	1	1	2	1	0	1	8
OG0004103	2	1	1	1	1	1	1	8
OG0004104	2	1	1	2	0	1	1	8
OG0004105	2	1	1	1	1	1	1	8
OG0004106	2	1	1	1	1	1	1	8
OG0004107	2	1	1	1	1	1	1	8
OG0004108	2	1	1	1	1	1	1	8
OG0004109	2	1	1	1	1	1	1	8
OG0004110	2	1	1	1	1	1	1	8
OG0004111	2	1	1	1	1	1	1	8
OG0004112	1	1	2	1	1	1	1	8
OG0004113	2	1	1	1	1	1	1	8
OG0004114	2	1	1	1	1	1	1	8
OG0004115	2	1	1	1	1	1	1	8
OG0004116	2	1	1	1	1	1	1	8
OG0004117	2	1	1	1	1	1	1	8
OG0004118	1	1	1	1	2	1	1	8
OG0004119	2	1	1	1	1	1	1	8
OG0004120	2	1	1	1	1	1	1	8
OG0004121	2	1	1	1	1	1	1	8
OG0004122	2	1	1	1	1	1	1	8
OG0004123	2	1	1	1	1	1	1	8
OG0004124	2	1	1	1	1	1	1	8
OG0004125	2	1	1	1	1	1	1	8
OG0004126	2	1	1	1	1	1	1	8
OG0004127	2	1	1	1	1	1	1	8
OG0004128	2	1	1	1	1	1	1	8
OG0004129	1	1	1	1	1	1	2	8
OG0004130	2	1	1	0	2	1	1	8
OG0004131	2	1	2	2	0	1	0	8
OG0004132	2	1	1	1	1	1	1	8
OG0004133	1	1	1	1	2	1	1	8
OG0004134	2	1	1	1	1	1	1	8
OG0004135	3	1	1	1	0	1	1	8
OG0004136	1	1	1	2	1	1	1	8
OG0004137	1	1	1	2	0	3	0	8
OG0004138	2	1	1	1	1	1	1	8
OG0004139	2	1	1	1	1	1	1	8
OG0004140	1	2	1	2	1	1	0	8
OG0004141	1	1	1	1	2	1	1	8
OG0004142	1	1	1	1	2	1	1	8
OG0004143	1	1	1	1	0	1	3	8
OG0004144	1	1	1	1	1	2	1	8
OG0004145	2	1	1	1	1	1	1	8
OG0004146	2	1	1	1	1	1	1	8
OG0004147	1	1	1	1	1	2	1	8
OG0004148	1	1	1	1	2	1	1	8
OG0004149	1	1	1	2	1	1	1	8
OG0004150	1	1	1	1	1	1	2	8
OG0004151	2	1	1	1	1	1	1	8
OG0004152	4	3	1	0	0	0	0	8
OG0004153	2	1	1	1	1	1	1	8
OG0004154	2	1	1	1	2	0	1	8
OG0004155	2	1	1	1	1	1	1	8
OG0004156	2	1	1	1	1	1	1	8
OG0004157	2	1	1	1	1	1	1	8
OG0004158	2	1	1	1	1	1	1	8
OG0004159	2	1	1	1	1	1	1	8
OG0004160	2	1	1	1	2	0	1	8
OG0004161	2	1	1	1	1	1	1	8
OG0004162	2	1	1	1	1	1	1	8
OG0004163	3	1	0	1	1	1	1	8
OG0004164	2	1	1	1	1	1	1	8
OG0004165	2	1	0	1	2	1	1	8
OG0004166	2	1	1	1	1	1	1	8
OG0004167	2	1	1	1	1	1	1	8
OG0004168	2	1	1	1	1	1	1	8
OG0004169	2	1	2	1	0	1	1	8
OG0004170	2	1	1	1	1	1	1	8
OG0004171	2	1	1	1	1	1	1	8
OG0004172	2	1	1	1	1	1	1	8
OG0004173	2	1	1	1	1	1	1	8
OG0004174	2	1	1	1	1	1	1	8
OG0004175	2	1	1	1	1	1	1	8
OG0004176	2	1	1	1	1	1	1	8
OG0004177	2	1	1	1	1	0	2	8
OG0004178	2	1	1	1	1	1	1	8
OG0004179	3	0	1	1	1	1	1	8
OG0004180	2	1	1	1	1	1	1	8
OG0004181	2	1	1	1	1	1	1	8
OG0004182	2	1	1	1	1	1	1	8
OG0004183	2	2	0	1	1	1	1	8
OG0004184	2	1	1	1	1	1	1	8
OG0004185	2	1	1	1	1	1	1	8
OG0004186	2	1	1	1	0	1	2	8
OG0004187	2	1	1	1	1	1	1	8
OG0004188	2	1	1	1	1	1	1	8
OG0004189	2	1	1	1	1	2	0	8
OG0004190	3	1	1	1	0	2	0	8
OG0004191	2	1	1	1	1	1	1	8
OG0004192	2	1	1	1	1	1	1	8
OG0004193	2	1	1	1	1	1	1	8
OG0004194	2	1	1	1	1	1	1	8
OG0004195	3	0	1	1	1	1	1	8
OG0004196	2	1	1	1	1	1	1	8
OG0004197	2	1	1	1	1	1	1	8
OG0004198	1	1	1	1	2	1	1	8
OG0004199	1	1	1	1	1	1	2	8
OG0004200	1	1	1	1	1	2	1	8
OG0004201	1	1	1	1	2	1	1	8
OG0004202	2	1	1	1	1	1	1	8
OG0004203	2	1	1	1	1	1	1	8
OG0004204	3	1	1	0	1	1	1	8
OG0004205	1	1	1	1	1	1	2	8
OG0004206	4	1	1	1	0	1	0	8
OG0004207	2	1	1	1	1	1	1	8
OG0004208	2	1	1	1	1	1	1	8
OG0004209	8	0	0	0	0	0	0	8
OG0004210	4	2	1	1	0	0	0	8
OG0004211	2	1	1	1	2	1	0	8
OG0004212	1	1	1	1	2	2	0	8
OG0004213	2	1	1	1	1	1	1	8
OG0004214	2	1	1	1	1	1	1	8
OG0004215	2	1	1	1	1	1	1	8
OG0004216	2	1	1	1	1	1	1	8
OG0004217	2	1	1	1	1	1	1	8
OG0004218	2	1	1	1	1	1	1	8
OG0004219	2	1	1	1	1	1	1	8
OG0004220	2	1	1	1	1	1	1	8
OG0004221	1	1	1	1	2	1	1	8
OG0004222	2	1	1	1	1	1	1	8
OG0004223	2	1	1	1	1	1	1	8
OG0004224	2	1	1	1	1	1	1	8
OG0004225	2	1	1	1	1	1	1	8
OG0004226	2	1	1	1	1	1	1	8
OG0004227	2	1	1	1	1	1	1	8
OG0004228	4	1	1	1	1	0	0	8
OG0004229	2	1	1	1	1	1	1	8
OG0004230	2	1	1	1	1	1	1	8
OG0004231	2	1	1	1	1	1	1	8
OG0004232	2	1	1	1	1	1	1	8
OG0004233	3	1	1	1	0	1	1	8
OG0004234	2	1	1	1	0	2	1	8
OG0004235	2	1	1	1	1	1	1	8
OG0004236	2	1	1	1	1	1	1	8
OG0004237	2	1	1	1	1	1	1	8
OG0004238	2	1	1	1	1	1	1	8
OG0004239	2	1	1	1	1	1	1	8
OG0004240	2	1	1	1	1	1	1	8
OG0004241	2	1	1	1	1	1	1	8
OG0004242	2	1	1	1	1	1	1	8
OG0004243	2	1	1	1	1	1	1	8
OG0004244	2	1	1	1	1	1	1	8
OG0004245	2	1	1	1	1	1	1	8
OG0004246	2	1	1	1	1	1	1	8
OG0004247	2	1	1	1	2	1	0	8
OG0004248	4	1	1	1	0	1	0	8
OG0004249	2	1	1	1	1	1	1	8
OG0004250	2	1	1	1	1	1	1	8
OG0004251	1	1	1	2	1	1	1	8
OG0004252	2	1	1	1	1	1	1	8
OG0004253	2	1	1	1	1	1	1	8
OG0004254	2	1	1	1	1	1	1	8
OG0004255	2	1	1	1	1	1	1	8
OG0004256	1	1	1	1	2	1	1	8
OG0004257	1	1	1	1	2	1	1	8
OG0004258	1	1	1	1	2	1	1	8
OG0004259	2	1	1	1	1	1	1	8
OG0004260	2	1	1	1	1	1	1	8
OG0004261	2	1	1	1	1	1	1	8
OG0004262	2	1	1	1	1	1	1	8
OG0004263	2	1	1	1	1	1	1	8
OG0004264	2	2	2	2	0	0	0	8
OG0004265	2	1	1	1	1	1	1	8
OG0004266	2	1	1	1	1	0	2	8
OG0004267	2	1	1	1	1	1	1	8
OG0004268	2	1	1	1	1	1	1	8
OG0004269	2	1	1	1	1	1	1	8
OG0004270	2	1	1	1	1	1	1	8
OG0004271	2	1	1	0	2	1	1	8
OG0004272	2	1	1	1	1	1	1	8
OG0004273	3	1	1	1	1	0	1	8
OG0004274	2	1	1	1	1	1	1	8
OG0004275	1	1	1	1	1	1	2	8
OG0004276	2	1	1	1	1	1	1	8
OG0004277	4	1	1	1	0	1	0	8
OG0004278	2	1	1	1	1	1	1	8
OG0004279	2	1	1	1	1	1	1	8
OG0004280	2	1	1	1	1	1	1	8
OG0004281	2	1	1	1	1	1	1	8
OG0004282	3	1	1	1	0	2	0	8
OG0004283	2	1	1	1	1	1	1	8
OG0004284	2	1	1	1	0	1	2	8
OG0004285	1	1	1	1	1	2	1	8
OG0004286	1	1	1	1	1	0	3	8
OG0004287	1	2	1	1	1	1	1	8
OG0004288	2	1	1	1	1	1	1	8
OG0004289	2	1	1	1	1	1	1	8
OG0004290	2	1	1	1	1	1	1	8
OG0004291	4	1	1	1	0	1	0	8
OG0004292	1	1	1	1	2	1	1	8
OG0004293	1	1	1	1	1	2	1	8
OG0004294	1	1	1	2	1	1	1	8
OG0004295	1	1	1	1	1	2	1	8
OG0004296	1	4	1	1	0	0	1	8
OG0004297	0	8	0	0	0	0	0	8
OG0004298	0	1	3	4	0	0	0	8
OG0004299	0	8	0	0	0	0	0	8
OG0004300	0	3	1	4	0	0	0	8
OG0004301	0	8	0	0	0	0	0	8
OG0004302	0	8	0	0	0	0	0	8
OG0004303	0	6	0	2	0	0	0	8
OG0004304	0	1	1	2	1	2	1	8
OG0004305	0	8	0	0	0	0	0	8
OG0004306	0	1	7	0	0	0	0	8
OG0004307	0	1	1	5	0	1	0	8
OG0004308	0	3	0	5	0	0	0	8
OG0004309	0	1	4	3	0	0	0	8
OG0004310	0	1	2	5	0	0	0	8
OG0004311	0	1	1	1	1	1	3	8
OG0004312	0	1	1	2	1	1	2	8
OG0004313	0	1	1	1	0	1	4	8
OG0004314	0	1	5	2	0	0	0	8
OG0004315	0	1	0	7	0	0	0	8
OG0004316	0	0	8	0	0	0	0	8
OG0004317	0	0	1	1	1	1	4	8
OG0004318	0	0	8	0	0	0	0	8
OG0004319	0	0	8	0	0	0	0	8
OG0004320	0	0	1	1	3	2	1	8
OG0004321	0	0	8	0	0	0	0	8
OG0004322	0	0	8	0	0	0	0	8
OG0004323	0	0	8	0	0	0	0	8
OG0004324	0	0	7	1	0	0	0	8
OG0004325	0	0	8	0	0	0	0	8
OG0004326	0	0	1	1	0	6	0	8
OG0004327	0	0	1	1	0	0	6	8
OG0004328	0	0	1	4	0	3	0	8
OG0004329	0	0	1	7	0	0	0	8
OG0004330	0	0	4	3	0	0	1	8
OG0004331	0	0	8	0	0	0	0	8
OG0004332	0	0	0	5	0	1	2	8
OG0004333	0	0	0	8	0	0	0	8
OG0004334	0	0	0	8	0	0	0	8
OG0004335	0	0	0	8	0	0	0	8
OG0004336	0	0	0	8	0	0	0	8
OG0004337	0	0	0	8	0	0	0	8
OG0004338	0	0	0	8	0	0	0	8
OG0004339	0	0	0	8	0	0	0	8
OG0004340	0	0	0	8	0	0	0	8
OG0004341	0	0	0	8	0	0	0	8
OG0004342	0	0	0	8	0	0	0	8
OG0004343	0	0	0	8	0	0	0	8
OG0004344	0	0	0	8	0	0	0	8
OG0004345	0	0	0	8	0	0	0	8
OG0004346	0	0	0	0	7	0	1	8
OG0004347	0	0	0	0	1	0	7	8
OG0004348	0	0	0	0	3	1	4	8
OG0004349	0	0	0	0	5	1	2	8
OG0004350	0	0	0	0	2	0	6	8
OG0004351	0	0	0	0	1	0	7	8
OG0004352	0	0	0	0	7	0	1	8
OG0004353	0	0	0	0	6	1	1	8
OG0004354	0	0	0	0	3	1	4	8
OG0004355	0	0	0	0	5	0	3	8
OG0004356	0	0	0	0	4	1	3	8
OG0004357	0	0	0	0	4	0	4	8
OG0004358	0	0	0	0	3	0	5	8
OG0004359	0	0	0	0	2	0	6	8
OG0004360	0	0	0	0	4	1	3	8
OG0004361	0	0	0	0	2	0	6	8
OG0004362	0	0	0	0	1	0	7	8
OG0004363	0	0	0	0	1	6	1	8
OG0004364	0	0	0	0	4	0	4	8
OG0004365	0	0	0	0	1	0	7	8
OG0004366	0	0	0	0	1	0	7	8
OG0004367	0	0	0	0	1	0	7	8
OG0004368	0	0	0	0	1	2	5	8
OG0004369	0	0	0	0	2	1	5	8
OG0004370	0	0	0	0	2	4	2	8
OG0004371	0	0	0	0	4	0	4	8
OG0004372	0	0	0	0	1	1	6	8
OG0004373	0	0	0	0	1	1	6	8
OG0004374	0	0	0	0	0	8	0	8
OG0004375	0	0	0	0	0	6	2	8
OG0004376	0	0	0	0	0	8	0	8
OG0004377	0	0	0	0	0	8	0	8
OG0004378	0	0	0	0	0	8	0	8
OG0004379	0	0	0	0	0	8	0	8
OG0004380	0	0	0	0	0	8	0	8
OG0004381	0	0	0	0	0	8	0	8
OG0004382	0	0	0	0	0	8	0	8
OG0004383	0	0	0	0	0	8	0	8
OG0004384	0	0	0	0	0	8	0	8
OG0004385	0	0	0	0	0	1	7	8
OG0004386	0	0	0	0	0	0	8	8
OG0004387	0	0	0	0	0	0	8	8
OG0004388	0	0	0	0	0	0	8	8
OG0004389	0	0	0	0	0	0	8	8
OG0004390	0	0	0	0	0	0	8	8
OG0004391	0	0	0	0	0	0	8	8
OG0004392	0	0	0	0	0	0	8	8
OG0004393	0	0	0	0	0	0	8	8
OG0004394	0	0	0	0	0	0	8	8
OG0004395	0	0	0	0	0	0	8	8
OG0004396	0	0	0	0	0	0	8	8
OG0004397	0	0	0	0	0	0	8	8
OG0004398	0	0	0	0	0	0	8	8
OG0004399	0	0	0	0	0	0	8	8
OG0004400	0	0	0	0	0	0	8	8
OG0004401	0	0	0	0	0	0	8	8
OG0004402	0	0	0	0	0	0	8	8
OG0004403	0	0	0	0	0	0	8	8
OG0004404	0	0	0	0	0	0	8	8
OG0004405	0	0	0	0	0	0	8	8
OG0004406	0	0	0	0	0	0	8	8
OG0004407	0	0	0	0	0	0	8	8
OG0004408	0	0	0	0	0	0	8	8
OG0004409	0	0	0	0	0	0	8	8
OG0004410	0	0	0	0	0	0	8	8
OG0004411	0	0	0	0	0	0	8	8
OG0004412	0	0	0	0	0	0	8	8
OG0004413	0	0	0	0	0	0	8	8
OG0004414	0	0	0	0	0	0	8	8
OG0004415	0	0	0	0	0	0	8	8
OG0004416	0	0	0	0	0	0	8	8
OG0004417	0	0	0	0	0	0	8	8
OG0004418	0	0	0	0	0	0	8	8
OG0004419	0	0	0	0	0	0	8	8
OG0004420	0	0	0	0	0	0	8	8
OG0004421	0	0	0	0	0	0	8	8
OG0004422	0	0	0	0	0	0	8	8
OG0004423	2	1	1	1	1	1	0	7
OG0004424	5	0	0	1	0	0	1	7
OG0004425	7	0	0	0	0	0	0	7
OG0004426	2	1	1	1	1	0	1	7
OG0004427	3	1	1	1	0	1	0	7
OG0004428	2	1	1	0	1	1	1	7
OG0004429	2	1	1	0	1	1	1	7
OG0004430	3	1	1	1	0	1	0	7
OG0004431	2	1	0	1	1	1	1	7
OG0004432	2	1	1	1	1	0	1	7
OG0004433	2	1	1	2	0	1	0	7
OG0004434	1	1	1	1	1	1	1	7
OG0004435	2	0	1	1	1	1	1	7
OG0004436	2	0	1	0	2	1	1	7
OG0004437	1	3	1	1	0	0	1	7
