# BUSCO version is: 5.3.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-08-05, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
457544at4751	Complete	H9P43_002316-T1	168.9	160	https://www.orthodb.org/v10?query=457544at4751	V-type ATPase subunit E
457951at4751	Complete	H9P43_002838-T1	165.2	127	https://www.orthodb.org/v10?query=457951at4751	ribosomal protein L13
458554at4751	Complete	H9P43_004352-T1	94.0	106	https://www.orthodb.org/v10?query=458554at4751	Trafficking protein particle complex subunit 2
458980at4751	Complete	H9P43_008468-T1	254.9	231	https://www.orthodb.org/v10?query=458980at4751	Pre-mRNA-splicing factor 18
459844at4751	Complete	H9P43_007467-T1	144.3	129	https://www.orthodb.org/v10?query=459844at4751	Adenylate kinase isoenzyme 6 homolog
461238at4751	Complete	H9P43_004916-T1	88.1	76	https://www.orthodb.org/v10?query=461238at4751	Transcription elongation factor SPT4
461919at4751	Fragmented	H9P43_005770-T1	67.5	142	https://www.orthodb.org/v10?query=461919at4751	Peroxisomal biogenesis factor 2
464711at4751	Complete	H9P43_003946-T1	122.4	127	https://www.orthodb.org/v10?query=464711at4751	Mitochondrial import inner membrane translocase subunit TIM23
464772at4751	Complete	H9P43_000911-T1	250.2	230	https://www.orthodb.org/v10?query=464772at4751	DUF572-domain-containing protein
464897at4751	Complete	H9P43_005324-T1	72.5	80	https://www.orthodb.org/v10?query=464897at4751	RNA polymerase
465849at4751	Complete	H9P43_003278-T1	143.1	99	https://www.orthodb.org/v10?query=465849at4751	ribosomal protein S12
467311at4751	Complete	H9P43_010088-T1	56.6	77	https://www.orthodb.org/v10?query=467311at4751	5-formyltetrahydrofolate cyclo-ligase
467847at4751	Complete	H9P43_007758-T1	97.0	124	https://www.orthodb.org/v10?query=467847at4751	AMMECR1
467959at4751	Complete	H9P43_002608-T1	98.1	77	https://www.orthodb.org/v10?query=467959at4751	Pre-mRNA-splicing factor ISY1
468195at4751	Complete	H9P43_000189-T1	37.0	71	https://www.orthodb.org/v10?query=468195at4751	Signal peptidase subunit 3
468224at4751	Missing
468408at4751	Complete	H9P43_004528-T1	234.5	329	https://www.orthodb.org/v10?query=468408at4751	Vacuolar fusion protein MON1
469452at4751	Complete	H9P43_007819-T1	126.7	97	https://www.orthodb.org/v10?query=469452at4751	Ribosomal protein S5 domain 2-type fold
470813at4751	Complete	H9P43_008578-T1	218.6	140	https://www.orthodb.org/v10?query=470813at4751	SUMO-conjugating enzyme ubc9
471205at4751	Complete	H9P43_007806-T1	33.2	36	https://www.orthodb.org/v10?query=471205at4751	histone-fold-containing protein
473814at4751	Complete	H9P43_005343-T1	82.4	77	https://www.orthodb.org/v10?query=473814at4751	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2
474125at4751	Missing
474320at4751	Complete	H9P43_003362-T1	72.1	66	https://www.orthodb.org/v10?query=474320at4751	H/ACA ribonucleoprotein complex subunit 2
474374at4751	Complete	H9P43_005096-T1	119.8	96	https://www.orthodb.org/v10?query=474374at4751	Ribosomal protein S10
477057at4751	Complete	H9P43_008036-T1	49.9	129	https://www.orthodb.org/v10?query=477057at4751	translation machinery-associated protein 16
477122at4751	Missing
481052at4751	Complete	H9P43_007755-T1	129.1	154	https://www.orthodb.org/v10?query=481052at4751	Ribulose-phosphate 3-epimerase
482337at4751	Complete	H9P43_004197-T1	77.2	214	https://www.orthodb.org/v10?query=482337at4751	Pre-mRNA-splicing factor CWC26
483049at4751	Complete	H9P43_005113-T1	59.5	85	https://www.orthodb.org/v10?query=483049at4751	Chromatin-remodeling complex subunit ies6
483370at4751	Complete	H9P43_006143-T1	58.3	59	https://www.orthodb.org/v10?query=483370at4751	Ribosomal protein L27
483390at4751	Complete	H9P43_009442-T1	140.7	97	https://www.orthodb.org/v10?query=483390at4751	V-type proton ATPase subunit F
484080at4751	Complete	H9P43_007887-T1	77.7	137	https://www.orthodb.org/v10?query=484080at4751	SNARE
484323at4751	Complete	H9P43_009278-T1	75.0	76	https://www.orthodb.org/v10?query=484323at4751	Prefoldin beta-like protein
484805at4751	Complete	H9P43_002993-T1	89.8	146	https://www.orthodb.org/v10?query=484805at4751	Pre-mRNA-splicing factor syf2
485650at4751	Complete	H9P43_005047-T1	127.9	104	https://www.orthodb.org/v10?query=485650at4751	Ribosomal protein L7/L12
485702at4751	Fragmented	H9P43_006910-T1	128.1	125	https://www.orthodb.org/v10?query=485702at4751	translocation protein
488348at4751	Complete	H9P43_006989-T1	119.0	83	https://www.orthodb.org/v10?query=488348at4751	LSM domain, eukaryotic/archaea-type
488426at4751	Complete	H9P43_004239-T1	82.4	179	https://www.orthodb.org/v10?query=488426at4751	Pre-mRNA-splicing factor cwc15
488857at4751	Complete	H9P43_005632-T1	70.9	106	https://www.orthodb.org/v10?query=488857at4751	Clathrin light chain
490662at4751	Complete	H9P43_001790-T1	77.1	33	https://www.orthodb.org/v10?query=490662at4751	Frataxin
490719at4751	Complete	H9P43_006912-T1	109.9	140	https://www.orthodb.org/v10?query=490719at4751	thioredoxin-like protein
492591at4751	Complete	H9P43_000132-T1	89.3	117	https://www.orthodb.org/v10?query=492591at4751	Translation machinery-associated protein 22
493358at4751	Missing
494427at4751	Complete	H9P43_004383-T1	158.6	103	https://www.orthodb.org/v10?query=494427at4751	Cytochrome c oxidase subunit 6, mitochondrial
497024at4751	Complete	H9P43_003017-T1	79.7	59	https://www.orthodb.org/v10?query=497024at4751	Zinc finger C2H2-type
